ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",33,Civil engineering technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",34,Electrical and electronics engineering technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",35,Mechanical engineering technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",36,Chemical engineering technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",37,Metallurgical technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",38,Mining technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,3,"Architects, Engineers and Related Technicians",39,Engineering technicians not elsewhere classified 
ISCO-68,0,"Professional, Technical and Related Workers ",,,4,Aircraft and Ships' Officers ,41,"Aircraft pilots, navigators and flight engineers "
ISCO-68,0,"Professional, Technical and Related Workers ",,,4,Aircraft and Ships' Officers ,42,Ships' deck officers and pilots 
ISCO-68,0,"Professional, Technical and Related Workers ",,,4,Aircraft and Ships' Officers ,43,Ships' engineers 
ISCO-68,0,"Professional, Technical and Related Workers ",,,5,Life Scientists and Related Technicians ,51,"Biologists, zoologists and related scientists "
ISCO-68,0,"Professional, Technical and Related Workers ",,,5,Life Scientists and Related Technicians ,52,"Bacteriologists, pharmacologists and related scientists "
ISCO-68,0,"Professional, Technical and Related Workers ",,,5,Life Scientists and Related Technicians ,53,Agronomists and related scientists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,5,Life Scientists and Related Technicians ,54,Life sciences technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",61,Medical doctors 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",62,Medical assistants 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",63,Dentists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",64,Dental assistants 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",65,Veterinarians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",66,Veterinary assistants 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",67,Pharmacists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",68,Pharmaceutical assistants 
ISCO-68,0,"Professional, Technical and Related Workers ",,,6,"Medical, Dental, Veterinary and Related Workers ",69,Dietitians and public health nutritionists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",71,Professional nurses 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",72,Nursing personnel not elsewhere classified 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",73,Professional midwives 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",74,Midwifery personnel not elsewhere classified 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",75,Optometrists and opticians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",76,Physiotherapists and occupational therapists 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",77,Medical X-ray technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,7,"Medical, Dental, Veterinary and Related Workers ",79,"Medical, dental, veterinary and related workers not elsewhere classified "
ISCO-68,0,"Professional, Technical and Related Workers ",,,8,"Statisticians, Mathematicians, Systems Analysts and Related Technicians ",81,Statisticians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,8,"Statisticians, Mathematicians, Systems Analysts and Related Technicians ",82,Mathematicians and actuaries 
ISCO-68,0,"Professional, Technical and Related Workers ",,,8,"Statisticians, Mathematicians, Systems Analysts and Related Technicians ",83,Systems Analysts 
ISCO-68,0,"Professional, Technical and Related Workers ",,,8,"Statisticians, Mathematicians, Systems Analysts and Related Technicians ",84,Statistical and mathematical technicians 
ISCO-68,0,"Professional, Technical and Related Workers ",,,9,Economists ,90,Economists 
ISCO-68,1,"Professional, Technical and Related Workers",,,11,Accountants ,110,Accountants 
ISCO-68,1,"Professional, Technical and Related Workers",,,12,Jurists ,121,Lawyers 
ISCO-68,1,"Professional, Technical and Related Workers",,,12,Jurists ,122,Judges 
ISCO-68,1,"Professional, Technical and Related Workers",,,12,Jurists ,129,Jurists not elsewhere classified 
ISCO-68,1,"Professional, Technical and Related Workers",,,13,Teachers ,131,University and higher education teachers 
ISCO-68,1,"Professional, Technical and Related Workers",,,13,Teachers ,132,Secondary education teachers 
ISCO-68,1,"Professional, Technical and Related Workers",,,13,Teachers ,133,Primary education teachers 
ISCO-68,1,"Professional, Technical and Related Workers",,,13,Teachers ,134,Pre-primary education teachers 
ISCO-68,1,"Professional, Technical and Related Workers",,,13,Teachers ,135,Special education teachers 
ISCO-68,1,"Professional, Technical and Related Workers",,,13,Teachers ,139,Teachers not elsewhere classified 
ISCO-68,1,"Professional, Technical and Related Workers",,,14,Workers in Religion ,141,Ministers of religion and related members of religious orders 
ISCO-68,1,"Professional, Technical and Related Workers",,,14,Workers in Religion ,149,Workers in religion not elsewhere classified 
ISCO-68,1,"Professional, Technical and Related Workers",,,15,"Authors, Journalists and Related Writers ",151,Authors and critics 
ISCO-68,1,"Professional, Technical and Related Workers",,,15,"Authors, Journalists and Related Writers ",159,"Authors, journalists and related writers not elsewhere classified "
ISCO-68,1,"Professional, Technical and Related Workers",,,16,"Sculptors, Painters, Photographers and Related Creative Artists ",161,"Sculptors, painters and related artists "
ISCO-68,1,"Professional, Technical and Related Workers",,,16,"Sculptors, Painters, Photographers and Related Creative Artists ",162,Commercial artists and designers 
ISCO-68,1,"Professional, Technical and Related Workers",,,16,"Sculptors, Painters, Photographers and Related Creative Artists ",163,Photographers and cameramen 
ISCO-68,1,"Professional, Technical and Related Workers",,,17,Composers and Performing Artists ,171,"Composers, musicians and singers "
ISCO-68,1,"Professional, Technical and Related Workers",,,17,Composers and Performing Artists ,172,Choreographers and dancers 
ISCO-68,1,"Professional, Technical and Related Workers",,,17,Composers and Performing Artists ,173,Actors and stage directors 
ISCO-68,1,"Professional, Technical and Related Workers",,,17,Composers and Performing Artists ,174,"Producers, performing arts "
ISCO-68,1,"Professional, Technical and Related Workers",,,17,Composers and Performing Artists ,175,Circus performers 
ISCO-68,1,"Professional, Technical and Related Workers",,,17,Composers and Performing Artists ,179,Performing artists not elsewhere classified 
ISCO-68,1,"Professional, Technical and Related Workers",,,18,"Athletes, Sportsmen and Related Workers ",180,"Athletes, sportsmen and related workers "
ISCO-68,1,"Professional, Technical and Related Workers",,,19,"Professional, Technical and Related Workers Not Elsewhere Classified ",191,"Librarians, archivists and curators "
ISCO-68,1,"Professional, Technical and Related Workers",,,19,"Professional, Technical and Related Workers Not Elsewhere Classified ",192,"Sociologists, anthropologists and related scientists "
ISCO-68,1,"Professional, Technical and Related Workers",,,19,"Professional, Technical and Related Workers Not Elsewhere Classified ",193,Social workers 
ISCO-68,1,"Professional, Technical and Related Workers",,,19,"Professional, Technical and Related Workers Not Elsewhere Classified ",194,Personnel and occupational specialists 
ISCO-68,1,"Professional, Technical and Related Workers",,,19,"Professional, Technical and Related Workers Not Elsewhere Classified ",195,"Philologists, translators and interpreters "
ISCO-68,1,"Professional, Technical and Related Workers",,,19,"Professional, Technical and Related Workers Not Elsewhere Classified ",199,"Other professional, technical and related workers "
ISCO-68,2,Administrative and Managerial Workers ,,,20,Legislative Officials and Government Administrators ,201,Legislative officials 
ISCO-68,2,Administrative and Managerial Workers ,,,20,Legislative Officials and Government Administrators ,202,Government administrators 
ISCO-68,2,Administrative and Managerial Workers ,,,21,Managers ,211,General managers 
ISCO-68,2,Administrative and Managerial Workers ,,,21,Managers ,212,Production managers (except farm) 
ISCO-68,2,Administrative and Managerial Workers ,,,21,Managers ,219,Managers not elsewhere classified 
ISCO-68,3,Clerical and Related Workers ,,,30,Clerical Supervisors ,300,Clerical supervisors 
ISCO-68,3,Clerical and Related Workers ,,,31,Government Executive Officials ,310,Government executive officials 
ISCO-68,3,Clerical and Related Workers ,,,32,"Stenographers, Typists and Card- and Tape-Punching Machine Operators ",321,"Stenographers, typists and teletypists "
ISCO-68,3,Clerical and Related Workers ,,,32,"Stenographers, Typists and Card- and Tape-Punching Machine Operators ",322,Card- and tape-punching machine operators 
ISCO-68,3,Clerical and Related Workers ,,,33,"Bookkeepers, Cashiers and Related Workers ",331,Bookkeepers and cashiers 
ISCO-68,3,Clerical and Related Workers ,,,33,"Bookkeepers, Cashiers and Related Workers ",339,"Bookkeepers, cashiers and related workers not elsewhere classified "
ISCO-68,3,Clerical and Related Workers ,,,34,Computing Machine Operators ,341,Bookkeeping and calculating machine operators 
ISCO-68,3,Clerical and Related Workers ,,,34,Computing Machine Operators ,342,Automatic data-processing machine operators 
ISCO-68,3,Clerical and Related Workers ,,,35,Transport and Communications Supervisors ,351,Railway station masters 
ISCO-68,3,Clerical and Related Workers ,,,35,Transport and Communications Supervisors ,352,Postmasters 
ISCO-68,3,Clerical and Related Workers ,,,35,Transport and Communications Supervisors ,359,Transport and communications supervisors not elsewhere classified 
ISCO-68,3,Clerical and Related Workers ,,,36,Transport Conductors ,360,Transport conductors 
ISCO-68,3,Clerical and Related Workers ,,,37,Mail Distribution Clerks ,370,Mail distribution clerks 
ISCO-68,3,Clerical and Related Workers ,,,38,Telephone and Telegraph Operators ,380,Telephone and telegraph operators 
ISCO-68,3,Clerical and Related Workers ,,,39,Clerical and Related Workers Not Elsewhere Classified ,391,Stock clerks 
ISCO-68,3,Clerical and Related Workers ,,,39,Clerical and Related Workers Not Elsewhere Classified ,392,Material and production planning clerks 
ISCO-68,3,Clerical and Related Workers ,,,39,Clerical and Related Workers Not Elsewhere Classified ,393,Correspondence and reporting clerks 
ISCO-68,3,Clerical and Related Workers ,,,39,Clerical and Related Workers Not Elsewhere Classified ,394,Receptionists and travel agency clerks 
ISCO-68,3,Clerical and Related Workers ,,,39,Clerical and Related Workers Not Elsewhere Classified ,395,Library and filing clerks 
ISCO-68,3,Clerical and Related Workers ,,,39,Clerical and Related Workers Not Elsewhere Classified ,399,Clerks not elsewhere classified 
ISCO-68,4,Sales Workers ,,,40,Managers (Wholesale and Retail Trade) ,400,Managers (wholesale and retail trade) 
ISCO-68,4,Sales Workers ,,,41,Working Proprietors (Wholesale and Retail Trade) ,410,Working proprietors (wholesale and retail trade) 
ISCO-68,4,Sales Workers ,,,42,Sales Supervisors and Buyers ,421,Sales supervisors 
ISCO-68,4,Sales Workers ,,,42,Sales Supervisors and Buyers ,422,Buyers 
ISCO-68,4,Sales Workers ,,,43,"Technical Salesmen, Commercial Travellers and Manufacturers' Agents ",431,Technical salesmen and service advisers 
ISCO-68,4,Sales Workers ,,,43,"Technical Salesmen, Commercial Travellers and Manufacturers' Agents ",432,Commercial travellers and Manufacturers' agents 
ISCO-68,4,Sales Workers ,,,44,"Insurance, Real Estate, Securities and Business Services Salesmen and Auctioneers ",441,"Insurance, real estate and securities salesmen "
